2018;08;30;05;00;11.89;94.00;1015.20;0.00;0.00;66.00;0.00;0.00;66.00;0.00;0.00;9.50;155.38;18.69;164.36;1.44;360.00;5.04
2018;08;30;06;00;11.99;93.00;1014.90;0.00;0.00;72.00;0.00;0.00;72.00;0.00;0.00;8.70;155.56;17.46;165.68;1.30;303.69;4.32
2018;08;30;07;00;11.98;93.00;1014.90;0.00;0.00;74.00;0.00;0.00;74.00;11.42;0.00;8.22;151.19;16.86;163.89;2.19;279.46;3.60
2018;08;30;08;00;12.13;94.00;1015.10;0.00;0.00;44.00;0.00;0.00;44.00;31.91;52.51;8.71;150.26;16.42;164.74;2.55;278.13;4.32
2018;08;30;09;00;13.94;84.00;1015.10;0.00;0.00;2.00;0.00;0.00;2.00;58.72;240.30;8.89;158.63;13.98;168.11;3.60;270.00;5.40
2018;08;30;10;00;15.91;75.00;1015.00;0.00;0.00;1.00;0.00;0.00;1.00;59.36;420.97;9.26;166.50;12.43;169.99;5.04;270.00;5.40
2018;08;30;11;00;17.74;69.00;1014.90;0.00;0.00;1.00;0.00;0.00;1.00;59.36;567.82;8.64;180.00;9.42;173.42;6.13;273.37;5.04
2018;08;30;12;00;19.31;62.00;1014.40;0.00;0.00;2.40;8.00;0.00;1.00;58.47;665.72;8.64;180.00;8.83;168.23;5.94;284.04;5.40
2018;08;30;13;00;20.12;62.00;1013.70;0.00;0.00;100.00;100.00;100.00;1.00;0.00;676.40;10.44;180.00;9.96;167.47;6.76;295.20;6.12
2018;08;30;14;00;21.62;60.00;1012.60;0.00;0.00;68.00;97.00;68.00;0.00;16.60;688.86;11.21;174.47;10.64;156.04;11.48;311.19;10.08
2018;08;30;15;00;21.63;61.00;1012.50;0.00;0.00;64.00;71.00;64.00;0.00;19.15;599.86;11.89;178.26;10.83;164.58;9.96;310.60;8.64
2018;08;30;16;00;21.30;63.00;1012.20;0.00;0.00;2.00;0.00;0.00;2.00;58.72;513.53;12.29;174.96;11.09;166.87;7.93;309.47;8.28
2018;08;30;17;00;20.42;68.00;1012.00;0.00;0.00;2.00;0.00;0.00;2.00;58.72;354.22;11.97;173.09;12.14;168.02;6.92;308.66;7.56
2018;08;30;18;00;18.89;76.00;1012.10;0.00;0.00;2.00;0.00;0.00;2.00;27.19;168.21;11.30;170.84;13.20;169.00;6.37;312.71;6.84
2018;08;30;19;00;17.23;84.00;1012.40;0.00;0.00;12.00;0.00;0.00;12.00;0.00;13.35;9.83;171.57;14.44;175.71;6.88;317.12;5.76
2018;08;30;20;00;16.32;89.00;1012.70;0.00;0.00;17.00;0.00;0.00;17.00;0.00;0.00;7.99;172.23;14.04;180.00;7.93;320.53;4.68
2018;08;30;21;00;15.67;92.00;1012.90;0.00;0.00;5.00;0.00;0.00;5.00;0.00;0.00;5.86;169.38;13.32;178.45;8.50;323.62;3.60
2018;08;30;22;00;15.24;94.00;1013.00;0.00;0.00;28.00;0.00;0.00;28.00;0.00;0.00;4.10;164.74;11.54;176.42;9.69;328.67;3.24
2018;08;30;23;00;14.70;97.00;1013.20;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;2.10;149.04;9.37;177.80;11.12;330.95;3.60
2018;08;31;00;00;14.57;96.00;1013.30;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;0.51;135.00;6.84;180.00;12.41;330.46;2.16
2018;08;31;01;00;14.44;96.00;1013.40;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;0.00;180.00;5.41;183.81;13.09;328.50;1.80
2018;08;31;02;00;14.38;95.00;1013.40;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;1.48;345.96;2.90;209.74;13.98;325.49;1.80
2018;08;31;03;00;13.73;92.00;1014.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.85;354.29;17.21;344.22;25.01;337.13;14.40
2018;08;31;04;00;12.81;96.00;1014.60;0.00;0.00;2.00;0.00;0.00;2.00;0.00;0.00;10.59;9.78;18.45;354.40;22.10;329.68;14.04
2018;08;31;05;00;12.80;92.00;1014.70;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;12.41;16.86;18.00;360.00;19.30;323.34;13.32
2018;08;31;06;00;12.41;92.00;1014.90;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;12.66;14.83;14.78;2.79;16.04;315.91;12.96
2018;08;31;07;00;12.18;93.00;1015.70;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;13.28;12.53;14.87;6.95;13.61;307.48;13.32
2018;08;31;08;00;12.39;93.00;1016.30;0.00;0.00;100.00;0.00;0.00;100.00;0.00;17.80;13.20;11.00;15.19;5.44;11.75;297.35;13.32
2018;08;31;09;00;12.99;92.00;1016.60;0.00;0.00;100.00;0.00;0.00;100.00;0.00;78.32;13.85;8.97;14.78;2.79;10.14;286.50;12.96
2018;08;31;10;00;13.71;90.00;1016.90;0.00;0.00;100.00;0.00;0.00;100.00;0.00;146.85;14.47;5.71;13.68;1.51;9.83;278.43;13.32
2018;08;31;11;00;14.42;89.00;1017.10;0.00;0.00;100.00;0.00;0.00;100.00;0.00;201.14;14.42;2.86;13.32;360.00;10.11;274.09;14.04
2018;08;31;12;00;15.28;87.00;1016.90;0.00;0.00;100.00;0.00;0.00;100.00;0.00;250.09;13.80;352.50;13.98;348.11;9.72;270.00;15.84
2018;08;31;13;00;15.72;86.00;1016.80;0.00;0.00;100.00;0.00;0.00;100.00;0.00;250.98;14.04;337.38;15.78;332.85;7.92;270.00;17.28
2018;08;31;14;00;15.81;88.00;1016.60;0.00;0.00;100.00;0.00;0.00;100.00;0.00;250.98;14.40;323.13;16.64;321.15;6.16;276.71;16.56
2018;08;31;15;00;15.75;90.00;1016.60;0.00;0.00;100.00;0.00;0.00;100.00;0.00;234.96;13.83;308.66;15.58;310.31;5.24;285.95;15.12
2018;08;31;16;00;15.76;90.00;1016.70;0.00;0.00;100.00;0.00;0.00;100.00;0.00;203.81;12.57;293.63;12.88;296.57;3.67;281.31;10.80
2018;08;31;17;00;15.81;89.00;1016.70;0.00;0.00;100.00;0.00;0.00;100.00;0.00;161.98;10.95;279.46;10.95;279.46;2.16;270.00;10.08
2018;08;31;18;00;15.87;89.00;1016.70;0.00;0.00;100.00;0.00;0.00;100.00;0.00;85.44;9.00;270.00;9.37;267.80;1.02;225.00;6.84
2018;08;31;19;00;15.68;90.00;1016.90;0.00;0.00;100.00;0.00;0.00;100.00;0.00;7.12;5.86;259.38;6.03;252.65;2.10;149.04;5.76
2018;08;31;20;00;15.65;91.00;1017.30;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;2.62;254.05;2.55;225.00;4.10;127.87;4.32
2018;08;31;21;00;15.65;91.00;1017.40;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;0.36;180.00;1.02;135.00;5.00;120.26;3.96
2018;08;31;22;00;15.56;92.00;1017.50;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;2.16;90.00;2.88;90.00;5.48;113.20;5.76
2018;08;31;23;00;15.38;92.00;1017.80;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;3.24;90.00;3.42;108.43;5.35;109.65;5.40
